episode,step,reward,epsilon,vehicle_location_edge_id,destination_edge_id,out_lanes,action_chosen,best_choice,q_values,stage,done
109,1,-0.02,0.8966815144183318,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9w,,pickup,0
109,2,-0.02,0.8966815144183318,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",l,6n,,pickup,0
109,3,0.025,0.8966815144183318,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9e,,pickup,0
109,4,-0.02,0.8966815144183318,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
109,5,-0.02,0.8966815144183318,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",l,12s,,pickup,0
109,6,-0.15,0.8966815144183318,5s,21n,"{'r': '8w', 's': '12s', 'l': '9e', 't': '5n'}",s,12s,,done,1
110,1,-0.02,0.8957848329039134,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,6n,,pickup,0
110,2,0,0.8957848329039134,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",t,9w,,pickup,0
110,3,-0.15,0.8957848329039134,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",s,9w,,done,1
111,1,-0.02,0.8948890480710096,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,6n,,pickup,0
111,2,0,0.8948890480710096,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",l,6n,"tensor([[0.0330, 0.0304, 0.0386, 0.0381]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
111,3,-0.02,0.8948890480710096,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",l,2w,"tensor([[ 0.0298, -0.1464,  0.0305,  0.0150]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
111,4,0.025,0.8948890480710096,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",r,9w,,pickup,0
111,5,-0.02,0.8948890480710096,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",r,3e,,pickup,0
111,6,0.025,0.8948890480710096,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",s,13s,,pickup,0
111,7,-0.02,0.8948890480710096,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",t,6s,,pickup,0
111,8,0,0.8948890480710096,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,9w,,pickup,0
111,9,0.025,0.8948890480710096,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9e,,pickup,0
111,10,-0.02,0.8948890480710096,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
111,11,-0.02,0.8948890480710096,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",t,9e,,pickup,0
111,12,-0.02,0.8948890480710096,5s,21n,"{'r': '8w', 's': '12s', 'l': '9e', 't': '5n'}",r,2e,,pickup,0
111,13,0.025,0.8948890480710096,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",l,9e,,pickup,0
111,14,-0.15,0.8948890480710096,5s,21n,"{'r': '8w', 's': '12s', 'l': '9e', 't': '5n'}",s,9e,,done,1
112,1,-0.02,0.8939941590229386,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,6n,,pickup,0
112,2,0,0.8939941590229386,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",r,13s,,pickup,0
112,3,-0.02,0.8939941590229386,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",r,3e,,pickup,0
112,4,0.025,0.8939941590229386,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",t,6n,,pickup,0
112,5,0.025,0.8939941590229386,3e,21n,"{'r': '7s', 't': '3w'}",t,6s,,pickup,0
112,6,-0.02,0.8939941590229386,3w,21n,"{'s': '2w', 'l': '6s', 't': '3e'}",r,7s,,pickup,0
112,7,0.025,0.8939941590229386,3e,21n,"{'r': '7s', 't': '3w'}",l,6s,,pickup,0
112,8,-0.15,0.8939941590229386,3w,21n,"{'s': '2w', 'l': '6s', 't': '3e'}",s,6s,,done,1
113,1,-0.02,0.8931001648639156,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,6n,,pickup,0
113,2,0,0.8931001648639156,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",l,6n,,pickup,0
113,3,-0.02,0.8931001648639156,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",t,6s,,pickup,0
113,4,0,0.8931001648639156,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",l,10e,,pickup,0
113,5,0.025,0.8931001648639156,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,8w,,pickup,0
113,6,-0.02,0.8931001648639156,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",s,10e,,pickup,0
113,7,0.025,0.8931001648639156,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,5n,,pickup,0
113,8,-0.02,0.8931001648639156,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",s,10e,,pickup,0
113,9,0.025,0.8931001648639156,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,5n,,pickup,0
113,10,-0.02,0.8931001648639156,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,13s,,pickup,0
113,11,0.025,0.8931001648639156,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9e,,pickup,0
113,12,-0.02,0.8931001648639156,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,13s,,pickup,0
113,13,0.025,0.8931001648639156,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,12s,,pickup,0
113,14,-0.02,0.8931001648639156,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",l,6n,,pickup,0
113,15,0.025,0.8931001648639156,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9e,,pickup,0
113,16,0.025,0.8931001648639156,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",l,6n,,pickup,0
113,17,0.025,0.8931001648639156,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",l,17e,,pickup,0
113,18,-0.02,0.8931001648639156,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",r,10e,,pickup,0
113,19,0.025,0.8931001648639156,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",r,16w,"tensor([[ 0.0122,  0.0009, -0.0039, -0.0004]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
113,20,-0.02,0.8931001648639156,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",t,13s,,pickup,0
113,21,-0.15,0.8931001648639156,17e,21n,"{'r': '21s', 'l': '14n', 't': '17w'}",r,13s,,done,1
114,1,-0.02,0.8922070646990518,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,10e,,pickup,0
114,2,0.025,0.8922070646990518,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",t,9w,,pickup,0
114,3,-0.02,0.8922070646990518,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",r,14s,,pickup,0
114,4,0.025,0.8922070646990518,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",t,10e,,pickup,0
114,5,-0.02,0.8922070646990518,7n,21n,"{'l': '3w', 't': '7s'}",l,7n,,pickup,0
114,6,-0.02,0.8922070646990518,7s,21n,"{'r': '10w', 's': '14s', 't': '7n'}",l,3w,,pickup,0
114,7,0.025,0.8922070646990518,7n,21n,"{'l': '3w', 't': '7s'}",s,14s,"tensor([[-0.0218,  0.0454, -0.0103,  0.0132]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
114,8,-0.02,0.8922070646990518,7s,21n,"{'r': '10w', 's': '14s', 't': '7n'}",l,3w,,pickup,0
114,9,0.025,0.8922070646990518,7n,21n,"{'l': '3w', 't': '7s'}",r,10w,,pickup,0
114,10,-0.02,0.8922070646990518,7s,21n,"{'r': '10w', 's': '14s', 't': '7n'}",t,7s,,pickup,0
114,11,-0.15,0.8922070646990518,14s,21n,"{'r': '17w', 's': '21s', 't': '14n'}",l,7s,,done,1
115,1,-0.02,0.8913148576343527,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9w,"tensor([[-0.0070,  0.0024,  0.0058,  0.0076]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
115,2,-0.02,0.8913148576343527,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",l,6n,,pickup,0
115,3,0.025,0.8913148576343527,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,8w,,pickup,0
115,4,-0.02,0.8913148576343527,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",s,10e,,pickup,0
115,5,0.025,0.8913148576343527,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9e,,pickup,0
115,6,-0.02,0.8913148576343527,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",l,6n,,pickup,0
115,7,0.025,0.8913148576343527,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,5n,"tensor([[0.0355, 0.0338, 0.0271, 0.0304]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
115,8,-0.02,0.8913148576343527,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,"tensor([[-0.0182, -0.0026, -0.0118, -0.0006]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
115,9,0,0.8913148576343527,12s,21n,"{'r': '15w', 's': '19s', 'l': '16e', 't': '12n'}",l,12s,,pickup,0
115,10,0.025,0.8913148576343527,19s,21n,"{'r': '22w', 'l': '23e', 't': '19n'}",l,16e,,pickup,0
115,11,0.025,0.8913148576343527,19n,21n,"{'r': '16e', 's': '12n', 'l': '15w', 't': '19s'}",l,23e,"tensor([[-0.0295, -0.1761, -0.0187, -0.0242]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
115,12,-0.02,0.8913148576343527,19s,21n,"{'r': '22w', 'l': '23e', 't': '19n'}",t,19s,"tensor([[-0.0117, -0.0167, -0.0110, -0.0042]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
115,13,0.025,0.8913148576343527,19n,21n,"{'r': '16e', 's': '12n', 'l': '15w', 't': '19s'}",l,23e,,pickup,0
115,14,-0.02,0.8913148576343527,19s,21n,"{'r': '22w', 'l': '23e', 't': '19n'}",t,19s,"tensor([[-0.0107, -0.0231, -0.0119, -0.0091]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
115,15,-0.02,0.8913148576343527,22w,21n,"{'r': '18n', 't': '22e'}",t,19n,,pickup,0
115,16,-0.15,0.8913148576343527,22e,21n,"{'s': '23e', 'l': '19n', 't': '22w'}",l,19n,,done,1
116,1,-0.02,0.8904235427767183,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,10e,,pickup,0
116,2,0.025,0.8904235427767183,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",t,9w,,pickup,0
116,3,-0.02,0.8904235427767183,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",t,10w,,pickup,0
116,4,-0.02,0.8904235427767183,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",s,9w,,pickup,0
116,5,-0.15,0.8904235427767183,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",s,9w,,done,1
